time;Lat;Lon;length;width;min_lon;max_lon;min_lat;max_lat;min_max_zeta_850_lat;min_max_zeta_850_lon;min_max_zeta_850;min_hgt_850_lat;min_hgt_850_lon;min_hgt_850;max_wind_850_lat;max_wind_850_lon;max_wind_850
2008-08-19-0900;-66.716667;-7.966643999999974;15;15;-15.466643999999974;-0.46664399999997386;-74.216667;-59.216667;-65.75;-7.75;-0.0005688886887749749;-66.25;-8.0;587.5907592773438;-69.0;-7.25;47.019447326660156
2008-08-19-1200;-66.501312;-7.152191000000016;15;15;-14.652191000000016;0.3478089999999838;-74.001312;-59.001312;-66.5;-5.5;-0.0005735576253712185;-66.75;-7.0;573.4485473632812;-70.25;-6.75;49.37628936767578
2008-08-19-1500;-66.414131;-6.876739999999984;15;15;-14.376739999999984;0.6232600000000161;-73.914131;-58.914131;-67.25;-4.75;-0.0005747886005997115;-67.25;-6.75;577.9146118164062;-71.0;0.5;48.948265075683594
2008-08-19-1800;-66.299088;-6.0819700000000125;15;15;-13.581970000000013;1.4180299999999875;-73.799088;-58.799088;-67.75;-7.25;-0.0005833530351604375;-67.75;-7.0;586.8466796875;-71.0;1.25;49.64131546020508
2008-08-19-2100;-66.22361;-5.828246999999976;15;15;-13.328246999999976;1.6717530000000238;-73.72361;-58.723609999999994;-67.75;-7.75;-0.0005724319420933858;-67.75;-7.75;600.2448120117188;-71.25;0.75;49.175621032714844
2008-08-20-0000;-66.120453;-5.125214000000028;15;15;-12.625214000000028;2.374785999999972;-73.620453;-58.620453;-67.75;-8.0;-0.0005299007145308556;-67.75;-8.5;623.3174438476562;-71.5;-7.5;47.29322052001953
2008-08-20-0300;-66.073296;-4.8332209999999804;15;15;-12.33322099999998;2.6667790000000196;-73.573296;-58.573296;-67.75;-8.75;-0.000508299196222667;-67.75;-9.0;638.2037353515625;-71.5;-7.25;44.18671798706055
2008-08-20-0600;-65.833725;-4.306213000000014;15;15;-11.806213000000014;3.193786999999986;-73.333725;-58.333725;-67.25;-8.75;-0.00048687645104429693;-67.25;-9.0;661.2780151367188;-71.25;1.25;41.228580474853516
2008-08-20-0900;-65.60968;-3.222808999999984;15;15;-10.722808999999984;4.277191000000016;-73.10968;-58.10968;-67.0;-8.5;-0.0004866954348746738;-67.0;-8.25;689.5623779296875;-71.25;1.25;40.520172119140625
2008-08-20-1200;-65.357109;-2.1448669999999765;15;15;-9.644866999999977;5.3551330000000235;-72.857109;-57.857108999999994;-66.5;-7.25;-0.0004748055259099856;-66.5;-7.25;710.4044189453125;-71.25;1.5;41.824607849121094
2008-08-20-1500;-64.92395;-1.485229000000004;15;15;-8.985229000000004;6.014770999999996;-72.42395;-57.423950000000005;-66.25;-6.0;-0.00043908172573379274;-66.25;-5.75;731.244873046875;-71.0;2.0;44.221519470214844
2008-08-20-1800;-64.516235;0.071725;15;15;-7.428275;7.571725;-72.016235;-57.016234999999995;-66.0;-4.25;-0.0004189628791777208;-66.0;-4.25;755.0631713867188;-71.0;-0.5;44.10398483276367
2008-08-20-2100;-64.022339;1.095011;15;15;-6.4049890000000005;8.595011;-71.522339;-56.522339;-66.0;-3.0;-0.0004047028515361352;-66.0;-3.0;779.6256103515625;-71.0;-0.5;41.23090362548828
2008-08-21-0000;-63.236275;2.182489;15;15;-5.317511;9.682489;-70.736275;-55.736275;-66.0;-1.75;-0.0003730467010124367;-66.0;-2.0;811.6319580078125;-70.5;1.25;36.83342361450195
2008-08-21-0300;-62.186729;3.533281;15;15;-3.966719;11.033281;-69.686729;-54.686729;-66.0;-0.75;-0.00033973818434924964;-66.0;-1.25;828.00634765625;-69.5;1.75;26.43682861328125
2008-08-21-0600;-61.315838;5.385676;15;15;-2.114324;12.885676;-68.815838;-53.815838;-66.0;-0.5;-0.000326575504300043;-66.0;-0.75;845.12646484375;-58.5;0.0;26.307029724121094
2008-08-21-0900;-60.78418;7.933776;15;15;0.43377599999999994;15.433776;-68.28417999999999;-53.28418;-66.0;0.5;-0.0002758132978704898;-66.0;0.5;871.177001953125;-58.5;2.5;26.953134536743164
2008-08-21-1200;-60.477509;10.291648;15;15;2.7916480000000004;17.791648000000002;-67.977509;-52.977509;-66.75;16.0;-0.0001501363009718895;-65.75;3.0;922.53564453125;-58.5;4.0;27.556293487548828
2008-08-21-1500;-60.522507;13.171877;15;15;5.671877;20.671877000000002;-68.02250699999999;-53.022507;-66.25;20.5;-0.0001221045225680743;-65.75;5.75;956.7742309570312;-58.0;12.75;28.64566421508789
2008-08-21-1800;-61.414898;16.932306;15;15;9.432306;24.432306;-68.914898;-53.914898;-66.25;24.25;-0.0001258378963906785;-66.5;9.5;985.8026733398438;-58.5;17.25;28.379493713378906
2008-08-21-2100;-64.5028;22.639011;15;15;15.139011;30.139011;-72.0028;-57.00279999999999;-70.75;28.5;-0.00037875315221358696;-67.75;29.75;996.222900390625;-71.25;25.25;31.772369384765625
2008-08-22-0000;-64.82309;24.522585;15;15;17.022585;32.022585;-72.32309;-57.32308999999999;-70.75;28.75;-0.00035733046624011704;-68.0;32.0;1002.9227294921875;-71.25;24.75;31.52922821044922
2008-08-22-0300;-64.847061;25.872917;15;15;18.372917;33.372917;-72.347061;-57.347061;-71.0;25.75;-0.00034072683299188344;-69.5;23.5;1015.5751953125;-71.25;24.25;30.750999450683594
2008-08-22-0600;-64.672981;27.386595;15;15;19.886595;34.886595;-72.172981;-57.17298099999999;-71.0;25.25;-0.0003266739227075013;-69.0;22.5;1026.7410888671875;-71.25;24.0;30.12004280090332
2008-08-22-0900;-64.21376;29.243933;15;15;21.743933;36.743933;-71.71376;-56.71375999999999;-71.0;25.0;-0.0003067989374723411;-68.75;21.75;1043.859619140625;-71.25;24.0;28.839046478271484
2008-08-22-1200;-63.903152;31.337116;15;15;23.837116;38.837116;-71.403152;-56.403152;-70.25;38.75;-0.00035223178126066916;-68.25;24.0;1055.76953125;-71.25;24.0;28.073705673217773
2008-08-22-1500;-63.664757;33.258572;15;15;25.758572;40.758572;-71.16475700000001;-56.164757;-70.25;39.0;-0.000382918331255354;-68.25;26.0;1071.39990234375;-60.25;26.5;22.31488609313965
2008-08-22-1800;-63.763847;37.288532;15;15;29.788531999999996;44.788532;-71.263847;-56.263847;-70.25;39.0;-0.00042602245873582815;-68.5;30.0;1091.4962158203125;-71.0;30.0;21.540874481201172
2008-08-22-2100;-63.974205;41.879902;15;15;34.379902;49.379902;-71.474205;-56.474205;-70.25;39.0;-0.00045105919651433385;-68.25;34.5;1114.570556640625;-62.75;49.25;19.107372283935547
2008-08-23-0000;-64.256927;45.451218;15;15;37.951218;52.951218;-71.756927;-56.756927000000005;-70.25;39.0;-0.00047326987775232385;-68.75;52.75;1085.5421142578125;-65.25;52.75;19.02256965637207
2008-08-23-0300;-64.343307;48.881145;15;15;41.381145;56.381145;-71.843307;-56.843306999999996;-67.5;56.25;-0.00043079323112125425;-68.5;56.25;1069.9117431640625;-65.25;56.25;22.388635635375977
2008-08-23-0600;-63.876873;52.873455;15;15;45.373455;60.373455;-71.376873;-56.376873;-67.25;56.75;-0.0005685299279197132;-69.25;60.25;1040.88330078125;-56.5;58.25;24.88449478149414
2008-08-23-0900;-63.156834;60.609589;15;15;53.109589;68.109589;-70.656834;-55.656834;-67.25;56.25;-0.0005817249023448885;-70.5;66.75;1005.1549682617188;-55.75;60.5;31.138025283813477
2008-08-23-1200;-63.279175;65.36882;15;15;57.86882;72.86882;-70.77917500000001;-55.779175;-70.75;70.5;-0.00038608273879803387;-70.75;70.25;990.2686767578125;-56.0;65.5;32.92555236816406
2008-08-23-1500;-63.798138;68.593575;15;15;61.093575;76.093575;-71.298138;-56.298138;-71.0;70.25;-0.000407387292956625;-71.0;70.0;988.0364990234375;-56.5;70.25;32.25406265258789
2008-08-23-1800;-65.512505;71.710556;15;15;64.210556;79.210556;-73.012505;-58.012505000000004;-70.75;70.25;-0.0004129512990649955;-70.75;70.0;993.24658203125;-58.25;77.5;25.0457820892334
2008-08-23-2100;-66.037331;73.593216;15;15;66.093216;81.093216;-73.537331;-58.537330999999995;-73.5;66.25;-0.0004628505988261666;-71.25;80.0;997.712646484375;-58.75;81.0;25.237838745117188
