tree_bonsai,tree_hexio_v_3_3_18,comment,prefixed_id,skos_uri
C_FO_OTHE,C_COMF,fd7b2c95-690d-4dc0-a0c8-d2b652fb7851,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_INCF,C_INCF,9bf71f8f-0401-4ccf-a8ad-a5133b2db5fc,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LANF,C_LANF,a459024d-1fa7-43b1-a864-02e788051ae3,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_FOOD_w_water,C_WASF,5578a3a0-e717-43a6-a165-42c079cf0015,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_MANC,C_MANC,3012addf-ba8c-43fd-9ed7-28448c698e7a,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_TE_INCI,C_INCT,22f5c19b-b8db-40e2-a57f-7e89e99a8804,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_TE_LAND,C_LANT,7e7b9c63-eb9b-4cd7-a32c-a43297e65a4b,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WO_OTHE,C_COMW,2c71377b-1cf6-4cda-adce-4edcd8720ac2,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_INCW,C_INCW,4b024c16-8e8f-4326-a94c-89cf5c102ffe,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LANW,C_LANW,e878be5c-0724-41a1-8de5-b965014e0a22,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_WOOW,C_WOOW,98da02a6-5fc2-4822-8524-366cb4c09785,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PA_OTHE,C_COMW,de09bf02-b709-4da1-be79-458939a7511e,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_INCP,C_INCP,0f6d4b70-52b5-4052-bb1a-a7ed306d12d5,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#closeMatch
C_LANP,C_LANP,37f041ad-d167-41af-b1a3-aaa69682a421,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
C_PAPR,C_PAPR,ab6d5f27-48d6-4eef-bad0-0f2d8fa19f4c,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
